CODGEO;EFF_TOT;EFF_AZ;EFF_BE;EFF_FZ;EFF_GU;EFF_OQ;EFF_TOT_1_4;EFF_AZ_1_4;EFF_BE_1_4;EFF_FZ_1_4;EFF_GU_1_4;EFF_OQ_1_4;EFF_TOT_5_9;EFF_AZ_5_9;EFF_BE_5_9;EFF_FZ_5_9;EFF_GU_5_9;EFF_OQ_5_9;EFF_TOT_10_19;EFF_AZ_10_19;EFF_BE_10_19;EFF_FZ_10_19;EFF_GU_10_19;EFF_OQ_10_19;EFF_TOT_20_49;EFF_AZ_20_49;EFF_BE_20_49;EFF_FZ_20_49;EFF_GU_20_49;EFF_OQ_20_49;EFF_TOT_50_99;EFF_AZ_50_99;EFF_BE_50_99;EFF_FZ_50_99;EFF_GU_50_99;EFF_OQ_50_99;EFF_TOT_100_199;EFF_AZ_100_199;EFF_BE_100_199;EFF_FZ_100_199;EFF_GU_100_199;EFF_OQ_100_199;EFF_TOT_200_499;EFF_AZ_200_499;EFF_BE_200_499;EFF_FZ_200_499;EFF_GU_200_499;EFF_OQ_200_499;EFF_TOT_500P;EFF_AZ_500P;EFF_BE_500P;EFF_FZ_500P;EFF_GU_500P;EFF_OQ_500P
91441;20;0;0;5;8;7;14;0;0;5;8;1;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91457;780;0;36;31;381;332;89;0;5;10;70;4;104;0;7;5;78;14;127;0;0;16;99;12;24;0;24;0;0;0;302;0;0;0;0;302;134;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0
91458;4806;2;213;95;4264;232;120;2;7;21;78;12;140;0;17;21;85;17;208;0;0;22;186;0;111;0;23;31;57;0;55;0;0;0;0;55;314;0;166;0;0;148;236;0;0;0;236;0;3622;0;0;0;3622;0
91461;977;8;341;53;356;219;110;8;4;23;64;11;99;0;11;18;52;18;56;0;0;12;44;0;107;0;0;0;26;81;0;0;0;0;0;0;279;0;0;0;170;109;326;0;326;0;0;0;0;0;0;0;0;0
91463;129;1;3;24;96;5;39;1;3;5;25;5;19;0;0;19;0;0;11;0;0;0;11;0;0;0;0;0;0;0;60;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91468;886;0;198;231;403;54;73;0;7;10;49;7;87;0;6;27;54;0;130;0;14;50;56;10;185;0;28;0;120;37;287;0;143;144;0;0;124;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0
91469;111;2;1;7;33;68;36;2;1;7;26;0;13;0;0;0;7;6;29;0;0;0;0;29;33;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91471;11625;4;253;328;3458;7582;565;4;24;54;424;59;668;0;28;40;533;67;626;0;85;24;413;104;1122;0;65;44;704;309;638;0;51;0;262;325;632;0;0;166;344;122;1211;0;0;0;778;433;6163;0;0;0;0;6163
91473;2;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91477;17557;0;2223;1163;6643;7528;992;0;33;100;770;89;962;0;91;70;658;143;1408;0;107;114;879;308;1804;0;273;267;987;277;1635;0;357;92;651;535;2086;0;278;214;766;828;2058;0;0;306;1265;487;6612;0;1084;0;667;4861
91479;6548;0;290;201;5581;476;286;0;14;74;188;10;313;0;16;63;198;36;328;0;13;64;218;33;231;0;38;0;75;118;515;0;0;0;515;0;698;0;0;0;698;0;1594;0;209;0;1106;279;2583;0;0;0;2583;0
91482;105;11;8;3;67;16;24;4;0;3;14;3;56;7;8;0;41;0;25;0;0;0;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91494;3022;7;670;192;2006;147;89;1;5;11;64;8;158;6;12;31;94;15;248;0;95;10;130;13;689;0;64;82;543;0;882;0;137;58;687;0;376;0;0;0;265;111;580;0;357;0;223;0;0;0;0;0;0;0
91495;7;0;0;1;2;4;7;0;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91507;88;2;7;9;32;38;21;2;2;9;6;2;10;0;5;0;5;0;21;0;0;0;21;0;36;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91508;20;5;6;2;3;4;14;5;0;2;3;4;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91511;262;2;50;18;87;105;67;2;3;18;36;8;30;0;0;0;16;14;0;0;0;0;0;0;102;0;47;0;35;20;63;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91514;2212;0;36;183;650;1343;308;0;10;53;190;55;230;0;26;69;116;19;259;0;0;16;176;67;288;0;0;45;116;127;277;0;0;0;52;225;383;0;0;0;0;383;467;0;0;0;0;467;0;0;0;0;0;0
91519;9;0;0;1;3;5;9;0;0;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91521;7399;0;309;921;3762;2407;880;0;42;240;550;48;838;0;60;210;497;71;867;0;48;192;469;158;1556;0;99;172;993;292;1253;0;60;107;562;524;1201;0;0;0;691;510;0;0;0;0;0;0;804;0;0;0;0;804
91525;194;0;4;30;51;109;25;0;4;8;10;3;37;0;0;9;22;6;32;0;0;13;19;0;27;0;0;0;0;27;73;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91526;3;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91533;310;0;8;7;103;192;50;0;2;2;41;5;34;0;6;5;11;12;30;0;0;0;13;17;107;0;0;0;38;69;89;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91534;10207;36;829;1282;7648;412;128;4;8;17;92;7;190;15;30;16;120;9;137;17;25;16;54;25;470;0;53;48;340;29;701;0;173;0;528;0;598;0;127;101;232;138;617;0;413;0;0;204;7366;0;0;1084;6282;0
91538;1914;0;167;5;1056;686;63;0;3;0;58;2;60;0;8;5;47;0;257;0;33;0;196;28;216;0;31;0;185;0;236;0;92;0;144;0;0;0;0;0;0;0;426;0;0;0;426;0;656;0;0;0;0;656
91540;625;0;60;71;207;287;104;0;10;13;76;5;117;0;6;10;67;34;46;0;18;0;28;0;216;0;26;48;36;106;142;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91544;32;1;1;13;10;7;21;1;1;2;10;7;0;0;0;0;0;0;11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91546;195;5;3;29;134;24;39;5;3;8;23;0;15;0;0;10;0;5;42;0;0;11;12;19;0;0;0;0;0;0;99;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91547;33;2;17;0;6;8;5;2;0;0;1;2;11;0;0;0;5;6;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91549;10474;0;439;681;5573;3781;1089;0;47;175;809;58;1376;0;92;211;925;148;1352;0;55;121;890;286;1560;0;186;174;944;256;1284;0;59;0;705;520;633;0;0;0;204;429;1096;0;0;0;1096;0;2084;0;0;0;0;2084
91552;1712;2;309;139;746;516;174;2;8;51;102;11;191;0;8;53;80;50;137;0;13;35;78;11;204;0;113;0;91;0;262;0;0;0;55;207;167;0;167;0;0;0;577;0;0;0;340;237;0;0;0;0;0;0
91553;932;0;21;91;525;295;145;0;0;27;97;21;106;0;0;0;77;29;187;0;21;13;153;0;164;0;0;51;113;0;213;0;0;0;85;128;117;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0
91556;11;0;0;5;1;5;11;0;0;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91560;89;0;0;6;77;6;21;0;0;6;14;1;54;0;0;0;49;5;14;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91568;67;1;1;1;33;31;22;1;1;1;19;0;22;0;0;0;14;8;0;0;0;0;0;0;23;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91570;4234;13;571;450;1990;1210;467;0;16;111;297;43;482;0;75;89;216;102;590;13;57;105;280;135;676;0;94;145;260;177;455;0;56;0;274;125;833;0;273;0;422;138;731;0;0;0;241;490;0;0;0;0;0;0
91573;2886;0;414;368;1325;779;277;0;14;34;214;15;368;0;43;49;220;56;344;0;35;107;151;51;649;0;141;178;280;50;606;0;0;0;339;267;428;0;181;0;121;126;214;0;0;0;0;214;0;0;0;0;0;0
91577;458;0;24;71;110;253;114;0;3;48;60;3;59;0;0;23;25;11;60;0;0;0;25;35;54;0;21;0;0;33;171;0;0;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91578;32;1;0;0;23;8;12;1;0;0;9;2;6;0;0;0;0;6;14;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91579;488;0;7;93;91;297;57;0;2;5;45;5;47;0;5;0;33;9;24;0;0;0;13;11;0;0;0;0;0;0;227;0;0;88;0;139;133;0;0;0;0;133;0;0;0;0;0;0;0;0;0;0;0;0
91581;64;1;0;3;48;12;18;1;0;3;8;6;13;0;0;0;7;6;12;0;0;0;12;0;21;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91587;3047;7;89;363;2208;380;230;7;5;51;159;8;204;0;13;23;135;33;246;0;38;33;145;30;189;0;33;0;133;23;244;0;0;0;121;123;521;0;0;256;102;163;757;0;0;0;757;0;656;0;0;0;656;0
91589;5093;0;228;639;1725;2501;910;0;33;199;619;59;883;0;59;219;496;109;710;0;13;112;354;231;775;0;34;109;206;426;544;0;89;0;50;405;314;0;0;0;0;314;236;0;0;0;0;236;721;0;0;0;0;721
91593;106;0;6;17;50;33;35;0;0;8;16;11;38;0;6;9;23;0;11;0;0;0;11;0;22;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91599;182;7;8;41;70;56;41;1;2;9;28;1;46;6;6;16;13;5;45;0;0;16;29;0;50;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91600;1220;0;19;41;262;898;183;0;3;30;128;22;119;0;16;11;60;32;54;0;0;0;31;23;132;0;0;0;43;89;114;0;0;0;0;114;174;0;0;0;0;174;444;0;0;0;0;444;0;0;0;0;0;0
91602;73;0;0;0;15;58;9;0;0;0;4;5;7;0;0;0;0;7;11;0;0;0;11;0;46;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91613;4;2;0;0;0;2;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91617;2012;9;201;106;1274;422;103;1;11;24;60;7;203;8;19;15;161;0;250;0;44;67;108;31;349;0;127;0;222;0;538;0;0;0;444;94;569;0;0;0;279;290;0;0;0;0;0;0;0;0;0;0;0;0
91619;26;9;0;0;12;5;11;3;0;0;3;5;15;6;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91629;33;2;0;5;3;23;14;2;0;5;3;4;8;0;0;0;0;8;11;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91630;108;3;3;28;32;42;46;3;3;12;26;2;38;0;0;16;6;16;0;0;0;0;0;0;24;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91631;854;3;230;201;185;235;108;3;7;42;48;8;121;0;0;54;56;11;107;0;16;64;27;0;180;0;31;41;54;54;56;0;0;0;0;56;282;0;176;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0
91634;193;7;8;37;63;78;66;7;0;23;32;4;46;0;8;14;19;5;12;0;0;0;12;0;69;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91635;225;0;5;5;146;69;49;0;0;5;31;13;39;0;5;0;26;8;47;0;0;0;47;0;90;0;0;0;42;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91639;104;0;0;2;11;91;12;0;0;2;5;5;6;0;0;0;6;0;11;0;0;0;0;11;0;0;0;0;0;0;75;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91645;4346;0;233;374;2650;1089;444;0;21;68;328;27;459;0;54;83;263;59;586;0;61;85;374;66;939;0;97;138;570;134;752;0;0;0;334;418;0;0;0;0;0;0;385;0;0;0;0;385;781;0;0;0;781;0
91648;2586;1;547;16;1966;56;79;1;6;16;51;5;38;0;5;0;26;7;67;0;13;0;54;0;330;0;75;0;211;44;144;0;90;0;54;0;301;0;139;0;162;0;714;0;219;0;495;0;913;0;0;0;913;0
91649;534;5;178;20;253;78;48;0;2;7;35;4;40;5;0;0;26;9;13;0;0;13;0;0;43;0;0;0;43;0;126;0;61;0;0;65;264;0;115;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0
91654;29;2;0;2;17;8;13;2;0;2;7;2;6;0;0;0;0;6;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91657;4203;0;253;493;1866;1591;617;0;33;180;371;33;611;0;22;128;409;52;520;0;43;50;223;204;539;0;101;135;178;125;589;0;54;0;227;308;0;0;0;0;0;0;458;0;0;0;458;0;869;0;0;0;0;869
91659;2959;0;38;81;2427;413;189;0;3;32;136;18;279;0;7;38;213;21;193;0;28;11;140;14;592;0;0;0;508;84;354;0;0;0;230;124;649;0;0;0;497;152;703;0;0;0;703;0;0;0;0;0;0;0
91661;11664;2;972;969;8784;937;576;2;23;69;473;9;874;0;74;84;689;27;1336;0;99;158;1032;47;2087;0;160;185;1674;68;1389;0;267;81;848;193;1583;0;126;138;1171;148;2763;0;223;254;1841;445;1056;0;0;0;1056;0
91662;39;5;13;5;6;10;18;5;0;5;6;2;8;0;0;0;0;8;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91665;1935;0;31;167;1246;491;239;0;12;20;203;4;304;0;19;33;234;18;246;0;0;47;175;24;322;0;0;67;203;52;310;0;0;0;90;220;173;0;0;0;0;173;341;0;0;0;341;0;0;0;0;0;0;0
91666;1970;4;326;147;1374;119;130;4;3;29;91;3;345;0;20;50;255;20;362;0;26;42;257;37;447;0;107;26;314;0;514;0;170;0;285;59;172;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0
91667;852;0;55;52;371;374;164;0;3;30;121;10;125;0;7;12;84;22;92;0;0;10;57;25;203;0;45;0;109;49;268;0;0;0;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91671;53;2;0;4;39;8;25;2;0;4;16;3;17;0;0;0;12;5;11;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91679;412;9;41;24;286;52;25;1;0;5;17;2;32;8;0;5;14;5;85;0;14;14;57;0;119;0;27;0;47;45;0;0;0;0;0;0;151;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0
91685;830;0;20;234;167;409;109;0;1;27;78;3;59;0;5;34;20;0;123;0;14;41;27;41;100;0;0;58;42;0;152;0;0;74;0;78;0;0;0;0;0;0;287;0;0;0;0;287;0;0;0;0;0;0
91687;9445;0;204;1976;4941;2324;807;0;28;195;536;48;886;0;31;196;548;111;752;0;44;104;485;119;1325;0;20;172;708;425;1005;0;81;128;450;346;638;0;0;267;0;371;2451;0;0;914;1307;230;1581;0;0;0;907;674
91689;12770;3;1298;1998;9151;320;383;3;30;79;259;12;574;0;52;94;411;17;780;0;116;81;523;60;1458;0;298;176;963;21;1035;0;0;184;851;0;2156;0;564;115;1477;0;1825;0;238;654;723;210;4559;0;0;615;3944;0
91691;3895;0;162;425;1420;1888;558;0;13;84;395;66;513;0;59;102;254;98;548;0;45;113;269;121;706;0;45;126;305;230;406;0;0;0;197;209;598;0;0;0;0;598;0;0;0;0;0;0;566;0;0;0;0;566
91692;14638;0;2554;803;9444;1837;633;0;25;55;496;57;893;0;34;58;731;70;1383;0;207;59;1019;98;2961;0;328;168;2149;316;1721;0;280;123;1106;212;1870;0;0;107;1486;277;2852;0;818;233;1801;0;2325;0;862;0;656;807
92002;23093;0;1509;994;13354;7236;1589;0;31;181;1223;154;1637;0;108;117;1231;181;1914;0;86;185;1326;317;3090;0;234;203;1986;667;3291;0;195;98;2004;994;2188;0;262;210;1455;261;3635;0;593;0;2729;313;5749;0;0;0;1400;4349
92004;26938;3;1508;2427;16179;6821;3050;3;89;346;2432;180;2773;0;160;319;1961;333;2668;0;87;353;1679;549;3162;0;124;266;1957;815;2936;0;186;162;1448;1140;2432;0;0;0;1576;856;3331;0;862;270;1973;226;6586;0;0;711;3153;2722
92007;11231;0;1723;1032;5223;3253;771;0;37;98;601;35;870;0;82;149;551;88;782;0;48;157;332;245;1644;0;31;318;740;555;1878;0;92;210;890;686;1315;0;493;100;574;148;2475;0;940;0;1535;0;1496;0;0;0;0;1496
92009;12297;0;569;361;8840;2527;742;0;8;54;607;73;626;0;52;48;436;90;518;0;41;45;285;147;783;0;0;60;522;201;1133;0;76;154;463;440;589;0;144;0;188;257;2197;0;248;0;1468;481;5709;0;0;0;4871;838
92012;107116;24;4343;2276;87447;13026;6636;3;103;400;5736;394;6795;0;251;366;5614;564;8353;0;325;263;6897;868;13047;21;418;479;10339;1790;10545;0;202;209;9027;1107;12797;0;299;186;10859;1453;20375;0;1414;373;17758;830;28568;0;1331;0;21217;6020
92014;4983;0;98;271;2822;1792;594;0;22;76;430;66;590;0;39;107;390;54;511;0;37;88;246;140;701;0;0;0;431;270;584;0;0;0;343;241;870;0;0;0;385;485;597;0;0;0;597;0;536;0;0;0;0;536
92019;5576;0;69;201;2391;2915;543;0;11;53;434;45;495;0;42;12;385;56;516;0;16;12;238;250;1077;0;0;45;474;558;999;0;0;79;407;513;716;0;0;0;0;716;453;0;0;0;453;0;777;0;0;0;0;777
92020;16781;0;954;441;12518;2868;824;0;17;84;654;69;819;0;66;62;605;86;932;0;71;60;578;223;1117;0;142;87;600;288;1322;0;51;148;496;627;1543;0;348;0;793;402;1610;0;259;0;1351;0;8614;0;0;0;7441;1173
92022;3350;0;75;163;2017;1095;464;0;11;37;396;20;387;0;0;40;257;90;405;0;23;86;199;97;440;0;41;0;280;119;318;0;0;0;0;318;276;0;0;0;276;0;1060;0;0;0;609;451;0;0;0;0;0;0
92023;15227;0;1608;1002;6926;5691;1452;0;88;170;1106;88;1396;0;98;192;987;119;1527;0;90;198;818;421;1774;0;111;239;1028;396;1423;0;208;93;599;523;1068;0;145;110;464;349;1864;0;308;0;1077;479;4723;0;560;0;847;3316
92024;39573;0;4649;2842;24495;7587;2593;0;70;241;2158;124;2445;0;113;271;1843;218;2579;0;202;234;1571;572;4354;0;122;406;3305;521;4084;0;216;402;2985;481;5341;0;771;722;3238;610;8770;0;322;566;7096;786;9407;0;2833;0;2299;4275
92025;31377;0;4709;1439;16563;8666;2074;0;63;276;1606;129;2105;0;184;318;1390;213;2458;0;191;223;1377;667;3220;0;194;222;1964;840;3811;0;634;265;1571;1341;2938;0;0;135;2332;471;4415;0;896;0;3204;315;10356;0;2547;0;3119;4690
92026;118163;49;13059;2853;93737;8465;3140;0;81;191;2666;202;3403;0;117;147;2807;332;4229;0;245;158;3209;617;8054;49;576;95;6635;699;8509;0;584;104;6287;1534;12436;0;606;667;10468;695;21200;0;3543;765;15259;1633;57192;0;7307;726;46406;2753
92032;6773;0;75;85;4976;1637;493;0;19;47;394;33;299;0;22;23;187;67;407;0;34;15;209;149;583;0;0;0;307;276;484;0;0;0;118;366;251;0;0;0;151;100;202;0;0;0;202;0;4054;0;0;0;3408;646
92033;5035;0;45;213;1452;3325;467;0;9;46;382;30;441;0;10;30;342;59;392;0;26;12;225;129;402;0;0;74;149;179;867;0;0;51;213;603;311;0;0;0;141;170;492;0;0;0;0;492;1663;0;0;0;0;1663
92035;9989;0;327;318;6985;2359;1059;0;42;100;852;65;935;0;33;120;689;93;1232;0;44;46;877;265;1301;0;22;52;925;302;1567;0;186;0;832;549;1211;0;0;0;1027;184;359;0;0;0;359;0;2325;0;0;0;1424;901
92036;47704;0;9183;4433;28468;5620;1420;0;73;213;1075;59;2003;0;176;213;1468;146;3414;0;261;343;2379;431;6028;0;832;565;3838;793;7775;0;1103;949;4557;1166;9128;0;1576;1282;5603;667;6907;0;1135;868;4904;0;11029;0;4027;0;4644;2358
92040;64956;0;5881;2378;50426;6271;2375;0;55;152;2009;159;2227;0;66;131;1844;186;3210;0;171;71;2426;542;4341;0;158;63;3250;870;5801;0;266;237;4242;1056;7247;0;477;424;5850;496;12658;0;909;763;10783;203;27097;0;3779;537;20022;2759
92044;74426;2;3269;1112;63631;6412;3885;2;105;202;3367;209;3906;0;136;234;3324;212;4591;0;161;189;3764;477;8838;0;224;286;7568;760;8969;0;634;83;7069;1183;8699;0;272;118;7580;729;11841;0;1030;0;10564;247;23697;0;707;0;20395;2595
92046;13790;0;222;964;10475;2129;1029;0;37;94;859;39;896;0;71;97;652;76;881;0;12;118;525;226;1332;0;102;54;902;274;1971;0;0;120;1454;397;2272;0;0;0;2080;192;3110;0;0;481;2629;0;2299;0;0;0;1374;925
92047;762;1;0;12;569;180;52;1;0;4;38;9;39;0;0;8;13;18;58;0;0;0;39;19;73;0;0;0;0;73;205;0;0;0;144;61;335;0;0;0;335;0;0;0;0;0;0;0;0;0;0;0;0;0
92048;18602;1;937;412;12265;4987;1200;1;40;111;935;113;949;0;54;88;661;146;1138;0;66;83;687;302;1280;0;29;20;739;492;1635;0;0;110;758;767;1693;0;226;0;1049;418;2323;0;0;0;1632;691;8384;0;522;0;5804;2058
92049;30272;0;1789;506;22174;5803;1681;0;44;115;1425;97;1873;0;91;113;1494;175;1974;0;168;87;1327;392;3469;0;42;114;2713;600;2779;0;117;77;1876;709;2727;0;104;0;2227;396;2868;0;0;0;2661;207;12901;0;1223;0;8451;3227
92050;104441;11;7744;5642;59395;31649;2611;4;107;312;2022;166;3485;7;167;343;2630;338;4740;0;312;415;3241;772;8045;0;493;692;5189;1671;9339;0;1013;627;5831;1868;11327;0;1304;869;7158;1996;11871;0;1529;1246;6960;2136;53023;0;2819;1138;26364;22702
92051;55893;3;3520;1039;42872;8459;4682;3;65;150;4228;236;3716;0;85;192;3233;206;4636;0;145;119;3847;525;7621;0;197;164;6312;948;5662;0;194;0;4605;863;6830;0;168;0;5137;1525;8069;0;685;414;6970;0;14677;0;1981;0;8540;4156
92060;15762;4;5957;292;6828;2681;463;4;17;41;365;36;465;0;17;53;351;44;708;0;46;32;456;174;1440;0;171;62;954;253;1490;0;0;0;1166;324;1080;0;425;104;551;0;1190;0;0;0;1190;0;8926;0;5281;0;1795;1850
92062;100448;3;6257;2662;81975;9551;2292;3;76;132;1921;160;2943;0;107;121;2542;173;3851;0;138;36;3249;428;7941;0;378;144;6403;1016;10737;0;286;617;9109;725;10670;0;326;308;9606;430;16835;0;1586;1304;13283;662;45179;0;3360;0;35862;5957
92063;50133;0;6177;4425;31829;7702;2468;0;58;235;2016;159;2210;0;97;161;1745;207;2734;0;204;226;1829;475;4273;0;174;320;3155;624;5436;0;579;114;3242;1501;5464;0;324;499;3831;810;11255;0;1714;1233;7604;704;16293;0;3027;1637;8407;3222
92064;18206;0;3971;111;9754;4370;1116;0;26;58;947;85;889;0;51;24;699;115;1223;0;78;29;914;202;1700;0;31;0;1277;392;2210;0;164;0;1481;565;1705;0;0;0;1311;394;2744;0;438;0;2061;245;6619;0;3183;0;1064;2372
92071;5702;2;187;123;2035;3355;649;2;5;18;585;39;445;0;14;19;348;64;534;0;17;48;295;174;925;0;151;38;453;283;725;0;0;0;231;494;345;0;0;0;123;222;685;0;0;0;0;685;1394;0;0;0;0;1394
92072;11054;0;650;645;6946;2813;749;0;23;42;627;57;610;0;20;30;473;87;692;0;40;66;456;130;1474;0;92;70;919;393;1447;0;81;0;822;544;1308;0;178;0;936;194;1702;0;216;437;767;282;3072;0;0;0;1946;1126
92073;25994;0;2674;1370;15399;6551;1629;0;59;102;1377;91;1542;0;95;101;1145;201;1844;0;130;84;1278;352;3019;0;97;129;2322;471;2969;0;193;171;2056;549;3320;0;589;221;1590;920;4091;0;521;0;3187;383;7580;0;990;562;2444;3584
92075;7545;0;169;719;3407;3250;652;0;11;72;539;30;725;0;79;90;447;109;733;0;53;52;442;186;907;0;26;90;478;313;556;0;0;98;178;280;726;0;0;317;242;167;551;0;0;0;346;205;2695;0;0;0;735;1960
92076;2530;0;98;50;1373;1009;266;0;4;16;238;8;262;0;15;34;170;43;201;0;27;0;111;63;301;0;52;0;166;83;262;0;0;0;81;181;1019;0;0;0;388;631;219;0;0;0;219;0;0;0;0;0;0;0
92077;1417;0;24;52;557;784;234;0;3;10;198;23;179;0;10;8;121;40;83;0;11;34;23;15;317;0;0;0;150;167;250;0;0;0;65;185;153;0;0;0;0;153;201;0;0;0;0;201;0;0;0;0;0;0
92078;10526;33;824;641;6755;2273;710;0;15;102;559;34;943;0;26;122;733;62;1350;0;134;110;908;198;2217;33;60;218;1670;236;1834;0;190;89;1030;525;1597;0;399;0;929;269;926;0;0;0;926;0;949;0;0;0;0;949
93001;38390;0;2628;3059;26049;6654;5057;0;151;592;4208;106;4431;0;243;514;3535;139;3367;0;297;609;1894;567;4398;0;375;382;2380;1261;3402;0;447;266;1583;1106;3614;0;572;419;1713;910;3968;0;543;277;2591;557;10153;0;0;0;8145;2008
93005;26756;0;2764;2806;14106;7080;2541;0;79;651;1664;147;2682;0;164;579;1673;266;3508;0;240;531;1937;800;4049;0;163;597;2565;724;3945;0;93;292;2278;1282;2108;0;0;156;1382;570;3882;0;1452;0;1681;749;4041;0;573;0;926;2542
93006;12054;2;534;896;7160;3462;1265;2;73;251;884;55;1272;0;86;263;805;118;1361;0;134;103;894;230;1860;0;132;168;1086;474;1063;0;109;111;530;313;1037;0;0;0;767;270;978;0;0;0;432;546;3218;0;0;0;1762;1456
