CODGEO;EFF_TOT;EFF_AZ;EFF_BE;EFF_FZ;EFF_GU;EFF_OQ;EFF_TOT_1_4;EFF_AZ_1_4;EFF_BE_1_4;EFF_FZ_1_4;EFF_GU_1_4;EFF_OQ_1_4;EFF_TOT_5_9;EFF_AZ_5_9;EFF_BE_5_9;EFF_FZ_5_9;EFF_GU_5_9;EFF_OQ_5_9;EFF_TOT_10_19;EFF_AZ_10_19;EFF_BE_10_19;EFF_FZ_10_19;EFF_GU_10_19;EFF_OQ_10_19;EFF_TOT_20_49;EFF_AZ_20_49;EFF_BE_20_49;EFF_FZ_20_49;EFF_GU_20_49;EFF_OQ_20_49;EFF_TOT_50_99;EFF_AZ_50_99;EFF_BE_50_99;EFF_FZ_50_99;EFF_GU_50_99;EFF_OQ_50_99;EFF_TOT_100_199;EFF_AZ_100_199;EFF_BE_100_199;EFF_FZ_100_199;EFF_GU_100_199;EFF_OQ_100_199;EFF_TOT_200_499;EFF_AZ_200_499;EFF_BE_200_499;EFF_FZ_200_499;EFF_GU_200_499;EFF_OQ_200_499;EFF_TOT_500P;EFF_AZ_500P;EFF_BE_500P;EFF_FZ_500P;EFF_GU_500P;EFF_OQ_500P
1001;47;10;0;13;10;14;16;1;0;5;10;0;31;9;0;8;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1002;8;1;0;0;4;3;8;1;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1004;5768;1;477;385;3175;1730;680;1;13;66;540;60;650;0;52;67;480;51;919;0;132;94;442;251;1260;0;125;67;767;301;976;0;155;91;427;303;797;0;0;0;519;278;486;0;0;0;0;486;0;0;0;0;0;0
1005;171;1;39;28;55;48;43;1;2;9;26;5;55;0;7;19;29;0;73;0;30;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1006;3;0;0;0;1;2;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1007;381;14;66;33;165;103;78;2;14;14;33;15;101;0;13;19;60;9;81;12;12;0;45;12;121;0;27;0;27;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1008;98;0;0;17;63;18;18;0;0;7;8;3;69;0;0;10;44;15;11;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1009;7;0;2;0;1;4;7;0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1010;203;0;147;10;21;25;21;0;3;10;6;2;22;0;0;0;15;7;16;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;144;0;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1011;11;0;0;0;3;8;6;0;0;0;3;3;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1012;36;0;18;2;10;6;12;0;4;2;0;6;0;0;0;0;0;0;24;0;14;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1013;4;0;0;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1014;2565;1;969;112;1072;411;234;1;18;23;176;16;321;0;115;23;178;5;453;0;173;28;229;23;419;0;147;38;170;64;566;0;163;0;215;188;572;0;353;0;104;115;0;0;0;0;0;0;0;0;0;0;0;0
1015;27;0;9;4;4;10;14;0;4;4;4;2;13;0;5;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1016;30;0;10;6;3;11;4;0;0;1;3;0;16;0;0;5;0;11;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1017;45;0;6;3;27;9;17;0;6;3;5;3;6;0;0;0;0;6;0;0;0;0;0;0;22;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1019;2;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1021;142;7;8;6;79;42;29;0;0;6;21;2;73;7;8;0;44;14;40;0;0;0;14;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;207;0;9;14;111;73;56;0;4;9;37;6;50;0;5;5;26;14;48;0;0;0;48;0;53;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;4;3;0;0;1;0;4;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1024;787;21;174;29;521;42;98;0;10;24;63;1;73;0;0;5;43;25;43;0;0;0;27;16;85;21;37;0;27;0;223;0;0;0;223;0;265;0;127;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;494;56;33;31;263;111;66;20;12;15;15;4;64;10;5;16;28;5;44;0;16;0;15;13;115;26;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;205;0;0;0;205;0;0;0;0;0;0;0
1026;265;0;13;4;57;191;50;0;13;4;21;12;27;0;0;0;22;5;42;0;0;0;14;28;72;0;0;0;0;72;74;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1027;670;3;340;43;217;67;87;3;11;11;60;2;101;0;30;14;44;13;44;0;0;18;26;0;97;0;45;0;0;52;161;0;74;0;87;0;180;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1028;45;5;2;10;14;14;25;5;2;4;14;0;20;0;0;6;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1029;149;6;18;2;13;110;23;6;3;2;8;4;26;0;15;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0
1030;55;0;1;2;34;18;11;0;1;2;8;0;20;0;0;0;14;6;24;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1031;2093;0;1077;72;637;307;171;0;30;8;129;4;279;0;107;17;112;43;213;0;122;0;62;29;358;0;168;47;121;22;376;0;96;0;213;67;496;0;354;0;0;142;200;0;200;0;0;0;0;0;0;0;0;0
1032;760;0;195;136;295;134;122;0;14;29;75;4;100;0;65;8;21;6;158;0;63;14;49;32;142;0;53;32;26;31;238;0;0;53;124;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1033;4397;7;683;716;1695;1296;617;7;32;113;418;47;623;0;67;95;375;86;453;0;69;42;212;130;1147;0;319;159;444;225;638;0;75;105;141;317;390;0;121;0;105;164;529;0;0;202;0;327;0;0;0;0;0;0
1034;4256;37;1422;244;1288;1265;458;6;26;30;354;42;381;0;45;29;256;51;488;0;84;79;223;102;598;31;101;40;181;245;809;0;129;66;61;553;761;0;276;0;213;272;761;0;761;0;0;0;0;0;0;0;0;0
1035;14;0;1;4;3;6;9;0;1;4;3;1;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1036;50;6;3;8;18;15;30;6;3;8;12;1;6;0;0;0;6;0;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1037;11;0;1;2;2;6;6;0;1;2;2;1;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1038;77;1;44;7;7;18;15;1;0;7;7;0;5;0;0;0;0;5;13;0;0;0;0;13;44;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1039;135;0;5;43;78;9;11;0;0;4;5;2;25;0;5;0;13;7;14;0;0;0;14;0;85;0;0;39;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1040;10;3;0;0;3;4;10;3;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1041;32;0;0;3;19;10;10;0;0;3;4;3;22;0;0;0;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1042;14;0;0;0;10;4;4;0;0;0;0;4;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1043;4038;0;822;540;2460;216;279;0;11;31;227;10;481;0;31;49;380;21;408;0;58;17;315;18;636;0;137;123;346;30;626;0;0;131;358;137;189;0;0;189;0;0;834;0;0;0;834;0;585;0;585;0;0;0
1044;40;3;6;18;4;9;14;3;0;4;4;3;12;0;6;0;0;6;14;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1045;43;0;1;2;8;32;6;0;1;2;3;0;5;0;0;0;5;0;0;0;0;0;0;0;32;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1046;56;6;0;24;16;10;28;6;0;11;8;3;15;0;0;0;8;7;13;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1047;928;0;442;29;369;88;69;0;27;11;31;0;75;0;28;7;18;22;165;0;88;11;47;19;212;0;30;0;135;47;223;0;85;0;138;0;184;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1049;1000;4;256;64;497;179;97;4;10;22;57;4;90;0;12;12;61;5;149;0;25;10;92;22;117;0;36;20;26;35;311;0;173;0;138;0;236;0;0;0;123;113;0;0;0;0;0;0;0;0;0;0;0;0
1050;35;0;2;3;22;8;12;0;2;3;4;3;5;0;0;0;0;5;18;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1051;4;0;0;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1052;30;4;0;11;11;4;14;4;0;0;6;4;5;0;0;0;5;0;11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1053;32220;119;3358;945;12466;15332;2142;9;66;104;1790;173;2265;0;184;130;1658;293;2956;0;220;203;1739;794;3663;0;417;125;1971;1150;3390;0;175;51;1780;1384;4578;110;494;332;951;2691;4445;0;475;0;2068;1902;8781;0;1327;0;509;6945
1054;46;2;0;11;11;22;21;2;0;11;6;2;13;0;0;0;5;8;12;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1056;14;11;3;0;0;0;9;6;3;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1057;69;1;51;3;6;8;13;1;0;3;6;3;11;0;6;0;0;5;12;0;12;0;0;0;33;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1058;241;0;112;8;67;54;22;0;4;8;10;0;30;0;13;0;10;7;82;0;16;0;19;47;107;0;79;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1060;48;2;8;10;9;19;13;2;1;2;4;4;35;0;7;8;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1061;66;0;30;5;8;23;13;0;0;5;8;0;14;0;8;0;0;6;17;0;0;0;0;17;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1062;118;2;91;0;11;14;13;2;1;0;6;4;5;0;0;0;5;0;29;0;19;0;0;10;0;0;0;0;0;0;71;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1063;373;0;164;72;115;22;16;0;9;2;4;1;45;0;7;6;21;11;42;0;16;0;16;10;138;0;0;64;74;0;132;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1064;560;1;372;4;102;81;20;1;0;4;14;1;13;0;0;0;7;6;52;0;15;0;14;23;0;0;0;0;0;0;118;0;0;0;67;51;0;0;0;0;0;0;357;0;357;0;0;0;0;0;0;0;0;0
1065;171;14;6;67;56;28;22;2;0;4;14;2;73;0;6;16;42;9;39;12;0;10;0;17;37;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1066;4;0;2;0;0;2;4;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1067;81;0;26;2;50;3;6;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;75;0;26;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1068;98;0;4;17;26;51;23;0;4;2;13;4;19;0;0;0;13;6;15;0;0;15;0;0;41;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1069;321;5;31;119;143;23;40;5;10;1;24;0;28;0;8;0;13;7;73;0;13;10;34;16;104;0;0;32;72;0;76;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1071;590;0;12;104;360;114;112;0;3;30;65;14;100;0;9;14;68;9;116;0;0;0;99;17;126;0;0;60;66;0;136;0;0;0;62;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1072;1289;58;165;77;680;309;125;0;12;23;76;14;135;0;22;22;84;7;194;32;0;32;78;52;148;26;0;0;66;56;409;0;0;0;229;180;278;0;131;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0
1073;65;8;3;23;8;23;31;3;3;17;8;0;18;5;0;6;0;7;16;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1074;530;16;33;44;274;163;101;4;15;15;61;6;66;12;6;8;27;13;99;0;12;21;38;28;197;0;0;0;148;49;67;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1075;415;10;209;26;120;50;52;10;5;14;22;1;52;0;8;12;23;9;83;0;15;0;50;18;108;0;61;0;25;22;120;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1076;5;0;0;0;1;4;5;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1077;2;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1078;133;2;7;4;6;114;14;2;0;4;6;2;15;0;7;0;0;8;0;0;0;0;0;0;22;0;0;0;0;22;82;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1079;270;6;1;9;58;196;45;6;1;4;29;5;45;0;0;5;29;11;23;0;0;0;0;23;24;0;0;0;0;24;0;0;0;0;0;0;133;0;0;0;0;133;0;0;0;0;0;0;0;0;0;0;0;0
1080;68;9;3;34;5;17;18;4;3;2;5;4;5;5;0;0;0;0;13;0;0;0;0;13;32;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1081;373;0;333;4;13;23;23;0;0;4;13;6;12;0;5;0;0;7;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;0;328;0;0;0;0;0;0;0;0;0
1082;149;1;0;1;0;147;5;1;0;1;0;3;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0
1083;108;0;23;48;22;15;40;0;7;10;22;1;54;0;16;24;0;14;14;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1084;20;0;3;5;2;10;10;0;3;5;2;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1085;26;7;0;3;13;3;14;7;0;3;1;3;12;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1087;19;0;0;0;9;10;4;0;0;0;1;3;15;0;0;0;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1088;203;0;50;29;106;18;41;0;0;14;23;4;56;0;12;15;15;14;39;0;0;0;39;0;67;0;38;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1089;791;1;298;133;310;49;125;1;23;34;67;0;192;0;31;64;86;11;129;0;40;0;75;14;147;0;58;35;30;24;52;0;0;0;52;0;146;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1090;23;1;0;4;4;14;23;1;0;4;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1092;120;5;4;3;22;86;23;0;4;3;16;0;11;5;0;0;6;0;30;0;0;0;0;30;0;0;0;0;0;0;56;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1093;2597;70;715;109;1020;683;247;0;35;31;168;13;335;0;22;64;226;23;206;14;34;14;86;58;559;0;149;0;280;130;470;56;0;0;155;259;209;0;104;0;105;0;571;0;371;0;0;200;0;0;0;0;0;0
1094;37;2;0;4;23;8;10;2;0;4;1;3;5;0;0;0;0;5;0;0;0;0;0;0;22;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1095;109;4;81;2;8;14;9;4;3;2;0;0;22;0;0;0;8;14;0;0;0;0;0;0;0;0;0;0;0;0;78;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1096;119;3;39;26;28;23;33;3;4;8;14;4;37;0;14;0;14;9;28;0;0;18;0;10;21;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1098;401;0;155;51;174;21;39;0;7;10;22;0;47;0;12;6;24;5;70;0;28;0;26;16;245;0;108;35;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1099;242;2;1;1;109;129;48;2;1;1;32;12;35;0;0;0;28;7;67;0;0;0;49;18;0;0;0;0;0;0;92;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1100;4;0;0;1;1;2;4;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1101;2;0;0;1;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1102;124;4;11;14;80;15;18;4;3;6;5;0;40;0;8;8;9;15;14;0;0;0;14;0;0;0;0;0;0;0;52;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1103;87;5;9;3;22;48;13;5;0;3;2;3;27;0;9;0;9;9;25;0;0;0;11;14;22;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1104;70;1;20;8;26;15;13;1;4;1;5;2;25;0;0;7;5;13;32;0;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1105;633;8;304;37;154;130;68;8;2;22;36;0;89;0;27;5;38;19;83;0;48;10;15;10;210;0;109;0;0;101;65;0;0;0;65;0;118;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1106;8;0;4;0;0;4;8;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1107;2;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1108;239;1;23;6;39;170;43;1;12;6;20;4;48;0;11;0;8;29;11;0;0;0;11;0;67;0;0;0;0;67;70;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;181;3;39;20;58;61;54;3;1;15;32;3;18;0;0;5;5;8;48;0;0;0;21;27;61;0;38;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1110;5;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1112;71;0;13;4;45;9;13;0;0;4;5;4;24;0;13;0;6;5;0;0;0;0;0;0;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1113;70;9;5;12;30;14;20;3;5;2;10;0;29;6;0;0;9;14;21;0;0;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1114;83;0;0;6;17;60;14;0;0;6;8;0;15;0;0;0;9;6;10;0;0;0;0;10;44;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1115;151;8;67;28;38;10;50;8;3;9;26;4;31;0;6;19;0;6;44;0;32;0;12;0;26;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1116;31;0;6;14;1;10;5;0;0;1;1;3;26;0;6;13;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1117;3;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1118;221;3;19;24;23;152;28;3;6;7;10;2;23;0;13;5;0;5;44;0;0;12;13;19;0;0;0;0;0;0;0;0;0;0;0;0;126;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0
1121;16;1;11;0;2;2;5;1;0;0;2;2;0;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1123;155;1;65;55;10;24;21;1;3;3;10;4;7;0;0;0;0;7;13;0;0;0;0;13;52;0;0;52;0;0;62;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1124;36;3;0;0;23;10;18;3;0;0;11;4;18;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1125;110;8;57;30;4;11;18;8;3;0;4;3;8;0;0;0;0;8;0;0;0;0;0;0;84;0;54;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1127;35;0;5;4;22;4;16;0;5;4;3;4;0;0;0;0;0;0;19;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1128;17;2;0;0;9;6;9;2;0;0;1;6;8;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1129;5;1;0;2;0;2;5;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1130;290;5;108;45;112;20;32;5;4;15;8;0;51;0;17;9;5;20;54;0;19;21;14;0;27;0;0;0;27;0;126;0;68;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1133;14;0;3;2;1;8;7;0;3;2;1;1;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1134;330;1;140;29;140;20;45;1;5;16;22;1;54;0;11;13;22;8;51;0;23;0;17;11;119;0;40;0;79;0;61;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1135;288;1;5;42;202;38;41;1;5;5;26;4;64;0;0;37;27;0;51;0;0;0;39;12;48;0;0;0;26;22;84;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1136;27;0;0;6;1;20;2;0;0;1;1;0;14;0;0;5;0;9;11;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
