COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65269;Lescurry;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65270;Lespouey;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65271;Lézignan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65272;Lhez;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65273;Liac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65274;Libaros;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65275;Lies;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65276;Lizos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65277;Lombrès;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65278;Lomné;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65279;Lortet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65280;Loubajac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65281;Loucrup;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65282;Loudenvielle;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65283;Loudervielle;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65284;Louey;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65285;Louit;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65286;Lourdes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65287;Loures-Barousse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65288;Lubret-Saint-Luc;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65289;Luby-Betmont;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65290;Luc;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65291;Lugagnan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65292;Luquet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65293;Lustar;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65294;Lutilhous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65295;Luz-Saint-Sauveur;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65296;Madiran;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65297;Mansan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65298;Marquerie;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65299;Marsac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65300;Marsas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65301;Marseillan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65303;Mascaras;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65304;Maubourguet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65305;Mauléon-Barousse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65306;Mauvezin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65307;Mazères-de-Neste;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65308;Mazerolles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65309;Mazouau;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65310;Mérilheu;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65311;Mingot;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65313;Momères;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65314;Monfaucon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65315;Monléon-Magnoac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65316;Monlong;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65317;Mont;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65318;Montastruc;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65319;Montégut;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65320;Montgaillard;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65321;Montignac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65322;Montoussé;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65323;Montsérié;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65324;Moulédous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65325;Moumoulous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65326;Mun;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65327;Nestier;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65328;Neuilh;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65329;Nistos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65330;Nouilhan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65331;Odos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65332;Oléac-Debat;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65333;Oléac-Dessus;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65334;Omex;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65335;Ordizan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65336;Organ;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65337;Orieux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65338;Orignac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65339;Orincles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65340;Orleix;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65341;Oroix;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65342;Osmets;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65343;Ossen;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65344;Ossun;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65345;Ossun-ez-Angles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65346;Oueilloux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65347;Ourde;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65348;Ourdis-Cotdoussan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65349;Ourdon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65350;Oursbelille;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65351;Ousté;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65352;Ouzous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65353;Ozon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65354;Pailhac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65355;Paréac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65356;Péré;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65357;Peyraube;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65358;Peyret-Saint-André;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65359;Peyriguère;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65360;Peyrouse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65361;Peyrun;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65362;Pierrefitte-Nestalas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65363;Pinas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65364;Pintac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65366;Poueyferré;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65367;Poumarous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65368;Pouy;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65369;Pouyastruc;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65370;Pouzac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65371;Préchac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65372;Pujo;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65373;Puntous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65374;Puydarrieux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65375;Rabastens-de-Bigorre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65376;Recurt;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65377;Réjaumont;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65378;Ricaud;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65379;Ris;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65380;Sabalos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65381;Sabarros;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65382;Sacoué;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65383;Sadournin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65384;Sailhan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65385;Saint-Arroman;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65386;Saint-Créac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65387;Saint-Lanne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65388;Saint-Lary-Soulan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65389;Saint-Laurent-de-Neste;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65390;Saint-Lézer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65391;Sainte-Marie;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65392;Saint-Martin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65393;Saint-Pastous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65394;Saint-Paul;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65395;Saint-Pé-de-Bigorre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65396;Saint-Savin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65397;Saint-Sever-de-Rustan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65398;Saléchan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65399;Saligos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65400;Salles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65401;Salles-Adour;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65402;Samuran;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65403;Sanous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65404;Sariac-Magnoac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65405;Sarlabous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65406;Sarniguet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65407;Sarp;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65408;Sarrancolin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65409;Sarriac-Bigorre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65410;Sarrouilles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65411;Sassis;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65412;Sauveterre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65413;Sazos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65414;Ségalas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65415;Ségus;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65416;Seich;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65417;Séméac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65418;Sénac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65419;Sentous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65420;Sère-en-Lavedan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65421;Sère-Lanso;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65422;Séron;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65423;Sère-Rustaing;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65424;Sers;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65425;Siarrouy;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65426;Sinzos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65427;Siradan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65428;Sireix;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65429;Sombrun;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65430;Soréac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65431;Sost;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65432;Soublecause;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65433;Soues;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65435;Soulom;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65436;Souyeaux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65437;Tajan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65438;Talazac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65439;Tarasteix;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65440;Tarbes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65441;Thèbe;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65442;Thermes-Magnoac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65443;Thuy;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65444;Tibiran-Jaunac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65445;Tilhouse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65446;Tostat;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65447;Tournay;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65448;Tournous-Darré;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65449;Tournous-Devant;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65450;Tramezaïgues;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65451;Trébons;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65452;Trie-sur-Baïse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65453;Troubat;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65454;Trouley-Labarthe;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65455;Tuzaguet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65456;Uglas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65457;Ugnouas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65458;Uz;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65459;Uzer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65460;Vic-en-Bigorre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65461;Vidou;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65462;Vidouze;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65463;Viella;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65464;Vielle-Adour;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65465;Vielle-Aure;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65466;Vielle-Louron;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65467;Vier-Bordes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65468;Vieuzos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65469;Viey;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65470;Viger;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65471;Vignec;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65472;Villefranque;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65473;Villelongue;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65474;Villembits;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65475;Villemur;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65476;Villenave-près-Béarn;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65477;Villenave-près-Marsac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65478;Viscos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65479;Visker;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65481;Barèges;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;65482;Cantaous;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66001;L'Albère;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66002;Alénya;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66003;Amélie-les-Bains-Palalda;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66004;Les Angles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66005;Angoustrine-Villeneuve-des-Escaldes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66006;Ansignan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66007;Arboussols;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66008;Argelès-sur-Mer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66009;Arles-sur-Tech;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66010;Ayguatébia-Talau;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66011;Bages;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66012;Baho;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66013;Baillestavy;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66014;Baixas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66015;Banyuls-dels-Aspres;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66016;Banyuls-sur-Mer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66017;Le Barcarès;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66018;La Bastide;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66019;Bélesta;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66020;Bolquère;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66021;Bompas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66022;Boule-d'Amont;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66023;Bouleternère;CHAR;5
