COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04222;Turriers;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04224;Ubraye;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04226;Uvernet-Fours;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04227;Vachères;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04228;Valavoire;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04229;Valbelle;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04230;Valensole;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04231;Valernes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04233;Vaumeilh;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04234;Venterol;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04235;Verdaches;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04236;Vergons;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04237;Le Vernet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04240;Villars-Colmars;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04241;Villemus;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04242;Villeneuve;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04244;Volonne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;04245;Volx;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05001;Abriès-Ristolas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05003;Aiguilles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05004;Ancelle;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05006;L'Argentière-la-Bessée;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05007;Arvieux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05008;Aspremont;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05009;Aspres-lès-Corps;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05010;Aspres-sur-Buëch;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05011;Avançon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05012;Baratier;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05013;Barcillonnette;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05014;Barret-sur-Méouge;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05016;La Bâtie-Montsaléon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05017;La Bâtie-Neuve;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05018;La Bâtie-Vieille;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05019;La Beaume;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05021;Le Bersac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05022;Bréziers;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05023;Briançon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05024;Valdoule;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05025;Buissard;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05026;Ceillac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05027;Cervières;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05028;Chabestan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05029;Chabottes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05031;Champcella;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05032;Champoléon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05033;Chanousse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05035;Châteauneuf-d'Oze;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05036;Châteauroux-les-Alpes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05037;Châteauvieux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05038;Château-Ville-Vieille;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05039;Aubessagne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05040;Chorges;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05044;Crévoux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05045;Crots;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05046;Embrun;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05047;Éourres;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05048;L'Épine;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05049;Esparron;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05050;Espinasses;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05051;Étoile-Saint-Cyrice;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05052;Eygliers;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05053;Garde-Colombe;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05054;La Fare-en-Champsaur;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05055;La Faurie;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05056;Forest-Saint-Julien;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05057;Fouillouse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05058;Freissinières;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05059;La Freissinouse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05060;Furmeyer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05061;Gap;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05062;Le Glaizil;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05063;La Grave;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05064;La Chapelle-en-Valgaudémar;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05065;Guillestre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05066;La Haute-Beaume;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05068;Jarjayes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05070;Laragne-Montéglin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05071;Lardier-et-Valença;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05072;Laye;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05073;Lazer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05074;Lettret;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05075;Manteyer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05076;Méreuil;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05077;Molines-en-Queyras;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05078;Monêtier-Allemont;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05079;Le Monêtier-les-Bains;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05080;Montbrand;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05081;Montclus;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05082;Mont-Dauphin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05084;Montgardin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05085;Montgenèvre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05086;Montjay;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05087;Montmaur;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05089;Montrond;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05090;La Motte-en-Champsaur;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05091;Moydans;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05092;Neffes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05093;Névache;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05094;Nossage-et-Bénévent;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05095;Le Noyer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05096;Orcières;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05097;Orpierre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05098;Les Orres;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05099;Oze;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05100;Pelleautier;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05101;Vallouise-Pelvoux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05102;La Piarre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05103;Le Poët;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05104;Poligny;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05106;Prunières;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05107;Puy-Saint-André;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05108;Puy-Saint-Eusèbe;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05109;Puy-Saint-Pierre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05110;Puy-Saint-Vincent;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05111;Puy-Sanières;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05112;Rabou;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05113;Rambaud;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05114;Réallon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05115;Remollon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05116;Réotier;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05117;Ribeyret;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05118;Val Buëch-Méouge;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05119;Risoul;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05121;Rochebrune;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05122;La Roche-de-Rame;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05123;La Roche-des-Arnauds;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05124;La Rochette;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05126;Rosans;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05127;Rousset;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05128;Saint-André-d'Embrun;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05129;Saint-André-de-Rosans;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05130;Saint-Apollinaire;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05131;Saint-Auban-d'Oze;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05132;Saint-Bonnet-en-Champsaur;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05133;Saint-Chaffrey;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05134;Saint-Clément-sur-Durance;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05135;Sainte-Colombe;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05136;Saint-Crépin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05139;Dévoluy;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05140;Saint-Étienne-le-Laus;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05142;Saint-Firmin;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05144;Saint-Jacques-en-Valgodemard;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05145;Saint-Jean-Saint-Nicolas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05146;Saint-Julien-en-Beauchêne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05147;Saint-Julien-en-Champsaur;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05148;Saint-Laurent-du-Cros;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05149;Saint-Léger-les-Mélèzes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05151;Saint-Martin-de-Queyrières;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05152;Saint-Maurice-en-Valgodemard;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05153;Saint-Michel-de-Chaillol;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05154;Saint-Pierre-d'Argençon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05155;Saint-Pierre-Avez;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05156;Saint-Sauveur;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05157;Saint-Véran;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05158;Le Saix;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05159;Saléon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05160;Salérans;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05161;La Salle-les-Alpes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05162;La Saulce;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05163;Le Sauze-du-Lac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05164;Savines-le-Lac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05165;Savournon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05166;Serres;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05167;Sigottier;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05168;Sigoyer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05169;Sorbiers;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05170;Tallard;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05171;Théus;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05172;Trescléoux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05173;Upaix;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05174;Val-des-Prés;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05176;Valserres;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05177;Vars;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05178;Ventavon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05179;Veynes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05180;Les Vigneaux;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05181;Villar-d'Arêne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05182;Villar-Loubière;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05183;Villar-Saint-Pancrace;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;05184;Vitrolles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06001;Aiglun;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06002;Amirat;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06003;Andon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06004;Antibes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06005;Ascros;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06006;Aspremont;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06007;Auribeau-sur-Siagne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06008;Auvare;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06009;Bairols;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06010;Le Bar-sur-Loup;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06011;Beaulieu-sur-Mer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06012;Beausoleil;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06013;Belvédère;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06014;Bendejun;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06015;Berre-les-Alpes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06016;Beuil;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06017;Bézaudun-les-Alpes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06018;Biot;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06019;Blausasc;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06020;La Bollène-Vésubie;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06021;Bonson;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06022;Bouyon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06023;Breil-sur-Roya;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06024;Briançonnet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06025;Le Broc;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06026;Cabris;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06027;Cagnes-sur-Mer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06028;Caille;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06029;Cannes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06030;Le Cannet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06031;Cantaron;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06032;Cap-d'Ail;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06033;Carros;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06034;Castagniers;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06035;Castellar;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06036;Castillon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06037;Caussols;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06038;Châteauneuf-Grasse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06039;Châteauneuf-Villevieille;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06040;Châteauneuf-d'Entraunes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06041;Cipières;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06042;Clans;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06043;Coaraze;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06044;La Colle-sur-Loup;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06045;Collongues;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06046;Colomars;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06047;Conségudes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;06048;Contes;CHAR;5
